Timestamp,Gaze Direction,Attention State
20:30:19,CENTER,ATTENTIVE
20:30:19,CENTER,ATTENTIVE
20:30:19,CENTER,ATTENTIVE
20:30:19,CENTER,ATTENTIVE
20:30:19,CENTER,ATTENTIVE
20:30:19,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:20,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:21,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,CENTER,ATTENTIVE
20:30:22,LEFT,DISTRACTED
20:30:22,LEFT,DISTRACTED
20:30:22,LEFT,DISTRACTED
20:30:22,LEFT,DISTRACTED
20:30:22,LEFT,DISTRACTED
20:30:22,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:23,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,CENTER,ATTENTIVE
20:30:24,CENTER,ATTENTIVE
20:30:24,CENTER,ATTENTIVE
20:30:24,CENTER,ATTENTIVE
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:24,LEFT,DISTRACTED
20:30:25,LEFT,DISTRACTED
20:30:25,LEFT,DISTRACTED
20:30:25,LEFT,DISTRACTED
20:30:25,LEFT,DISTRACTED
20:30:25,LEFT,DISTRACTED
20:30:25,LEFT,DISTRACTED
20:30:25,LEFT,DISTRACTED
20:30:25,LEFT,DISTRACTED
20:30:25,CENTER,ATTENTIVE
20:30:25,CENTER,ATTENTIVE
20:30:25,LEFT,DISTRACTED
20:30:25,CENTER,ATTENTIVE
20:30:25,RIGHT,DISTRACTED
20:30:25,RIGHT,DISTRACTED
20:30:25,RIGHT,DISTRACTED
20:30:25,RIGHT,DISTRACTED
20:30:25,RIGHT,DISTRACTED
20:30:25,RIGHT,DISTRACTED
20:30:25,RIGHT,DISTRACTED
20:30:25,RIGHT,DISTRACTED
20:30:25,CENTER,ATTENTIVE
20:30:25,CENTER,ATTENTIVE
20:30:25,CENTER,ATTENTIVE
20:30:25,CENTER,ATTENTIVE
20:30:25,CENTER,ATTENTIVE
20:30:25,CENTER,ATTENTIVE
20:30:25,CENTER,ATTENTIVE
20:30:25,CENTER,ATTENTIVE
20:30:25,CENTER,ATTENTIVE
20:30:26,CENTER,ATTENTIVE
20:30:26,CENTER,ATTENTIVE
20:30:26,CENTER,ATTENTIVE
20:30:26,RIGHT,DISTRACTED
20:30:26,CENTER,ATTENTIVE
20:30:26,CENTER,ATTENTIVE
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,LEFT,DISTRACTED
20:30:26,CENTER,ATTENTIVE
20:30:26,CENTER,ATTENTIVE
20:30:26,CENTER,ATTENTIVE
20:30:26,CENTER,ATTENTIVE
20:30:26,CENTER,ATTENTIVE
20:30:26,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,CENTER,ATTENTIVE
20:30:27,LEFT,DISTRACTED
20:30:27,RIGHT,DISTRACTED
20:30:27,RIGHT,DISTRACTED
20:30:27,RIGHT,DISTRACTED
20:30:27,RIGHT,DISTRACTED
20:30:27,RIGHT,DISTRACTED
20:30:27,RIGHT,DISTRACTED
20:30:27,RIGHT,DISTRACTED
20:30:28,RIGHT,DISTRACTED
20:30:28,RIGHT,DISTRACTED
20:30:28,RIGHT,DISTRACTED
20:30:28,RIGHT,DISTRACTED
20:30:28,RIGHT,DISTRACTED
20:30:28,RIGHT,DISTRACTED
20:30:28,CENTER,ATTENTIVE
20:30:28,CENTER,ATTENTIVE
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:28,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,LEFT,DISTRACTED
20:30:29,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,LEFT,DISTRACTED
20:30:30,LEFT,DISTRACTED
20:30:30,LEFT,DISTRACTED
20:30:30,LEFT,DISTRACTED
20:30:30,LEFT,DISTRACTED
20:30:30,LEFT,DISTRACTED
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:30,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,LEFT,DISTRACTED
20:30:31,LEFT,DISTRACTED
20:30:31,LEFT,DISTRACTED
20:30:31,LEFT,DISTRACTED
20:30:31,LEFT,DISTRACTED
20:30:31,CENTER,ATTENTIVE
20:30:31,RIGHT,DISTRACTED
20:30:31,CENTER,ATTENTIVE
20:30:31,RIGHT,DISTRACTED
20:30:31,RIGHT,DISTRACTED
20:30:31,CENTER,ATTENTIVE
20:30:31,LEFT,DISTRACTED
20:30:31,RIGHT,DISTRACTED
20:30:31,RIGHT,DISTRACTED
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:31,CENTER,ATTENTIVE
20:30:32,CENTER,ATTENTIVE
20:30:32,RIGHT,DISTRACTED
20:30:32,CENTER,ATTENTIVE
20:30:32,RIGHT,DISTRACTED
20:30:32,RIGHT,DISTRACTED
20:30:32,RIGHT,DISTRACTED
20:30:32,LEFT,DISTRACTED
20:30:32,RIGHT,DISTRACTED
20:30:32,CENTER,ATTENTIVE
20:30:32,RIGHT,DISTRACTED
20:30:32,CENTER,ATTENTIVE
20:30:32,LEFT,DISTRACTED
20:30:32,LEFT,DISTRACTED
20:30:32,LEFT,DISTRACTED
20:30:32,LEFT,DISTRACTED
20:30:32,LEFT,DISTRACTED
20:30:32,LEFT,DISTRACTED
20:30:32,RIGHT,DISTRACTED
20:30:32,CENTER,ATTENTIVE
20:30:32,RIGHT,DISTRACTED
20:30:32,RIGHT,DISTRACTED
20:30:32,CENTER,ATTENTIVE
20:30:32,CENTER,ATTENTIVE
20:30:32,LEFT,DISTRACTED
20:30:32,LEFT,DISTRACTED
20:30:32,LEFT,DISTRACTED
20:30:32,CENTER,ATTENTIVE
20:30:32,CENTER,ATTENTIVE
20:30:33,CENTER,ATTENTIVE
20:30:33,CENTER,ATTENTIVE
20:30:33,LEFT,DISTRACTED
